,file,mean_err_lat_deg,mean_err_lat_met,max_err_lat_deg,max_err_lat_met,mean_err_lon_deg,mean_err_lon_met,max_err_lon_deg,max_err_lon_met
0,SUR_relative_wealth_index.csv,3.192717166922428e-06,15.022276608346234,0.0023128667941287873,257.0357162137188,-1.4839899634256734e-08,0.0029162229765239836,3.1250003473815013e-08,0.006925994105693186
1,ZMB_relative_wealth_index.csv,-0.003056043503037068,798.6803895434094,0.010629969140529383,2126.6171408118794,-3.4451570008483146e-08,0.003976747624052018,1.2500002810611477e-08,0.008948265870009235
2,UGA_relative_wealth_index.csv,-0.0019108241252777983,212.35552728157336,0.0,254.90556249575258,-4.051797783329452e-08,0.0045955846676090754,6.250004958019417e-09,0.009740455554498541
3,TJK_relative_wealth_index.csv,-0.00021296628977898817,388.8365540790876,0.015225619329712003,1692.068033984688,-4.6721016225736164e-08,0.004057284831397618,0.0,0.008343096541594736
4,NPL_relative_wealth_index.csv,-0.0020563645495884288,400.0204848884755,0.010359232162116427,1151.2520586888238,-4.692130884571434e-08,0.004614692005202823,0.0,0.009350878800016865
5,SEN_relative_wealth_index.csv,-0.007408540570611138,862.0540475589795,0.010670799269918874,1185.8774313674112,-4.070056305854568e-08,0.004469917252907652,6.2500014053057384e-09,0.009515027874350452
6,SLV_relative_wealth_index.csv,-0.0008597644181389725,95.54815848124325,0.0,113.32554592622509,9.16593653082539e-09,0.002785081727433229,5.625000198961061e-08,0.006097150560601362
7,BDI_relative_wealth_index.csv,0.00037941308764114173,42.415212032621476,0.0005039308669152476,56.003325236268815,-2.1776362578724017e-08,0.0032875720960107648,2.5000002068509275e-08,0.007646836505016991
8,VCT_relative_wealth_index.csv,-2.9041032846091646e-05,13.882289656646957,0.0004743742174113663,52.71860750267808,1.32042548413255e-09,0.002776873563871875,5.000000413701855e-08,0.005423453768466898
9,GHA_relative_wealth_index.csv,0.0020232608005187353,875.3391515411686,0.010814569326920598,1739.1273064799245,-3.1251572790379078e-09,0.0027467127708443455,4.375000028922216e-08,0.005546845157552173
10,UZB_relative_wealth_index.csv,-0.0011367972336775928,628.1292205442948,0.014844204456167631,1649.6802728542546,4.68846476451742e-08,0.0039825171605338315,9.375000331601768e-08,0.00830844263178989
11,GUY_relative_wealth_index.csv,-0.0033369032151250376,395.3912932164701,0.007224694513969787,1893.7253179448737,1.3702785873208164e-08,0.0029521388887156687,6.249999984220267e-08,0.006947092193354059
12,SLE_relative_wealth_index.csv,-0.0024762002514934047,275.19050574601005,5.806598846191946e-05,340.58434471865996,-4.0452726986985114e-08,0.004540331434581139,6.249999628948899e-09,0.009669144225194052
13,KEN_relative_wealth_index.csv,-0.003425484220916688,380.68417616492627,0.0,696.085867071486,2.1952484228923547e-08,0.0033122384852460997,6.875000480022209e-08,0.007653215445771821
14,NAM_relative_wealth_index.csv,0.00350278200897604,474.55512977101705,0.010386041650527034,1834.687968478181,2.832271037790611e-08,0.0034864358824967146,7.500000265281415e-08,0.00798397027578355
15,CPV_relative_wealth_index.csv,-0.0029820106546278526,331.39964926424994,0.0,541.0783686827183,2.9394300284918684e-08,0.00363194802417164,7.500000265281415e-08,0.008070136403687908
16,BFA_relative_wealth_index.csv,0.004046683671886681,780.0621629550775,0.010651024250194041,1352.270861373374,-9.211437411656359e-09,0.0028043598583257145,3.7499999994139444e-08,0.00617578716858011
17,BGD_relative_wealth_index.csv,-0.004500822419828343,661.8148505088902,0.009862756507299508,1914.5661782311226,3.430144103194864e-08,0.003728234280991717,8.125000761083356e-08,0.008423373115776935
18,CAF_relative_wealth_index.csv,-0.009272768041175092,1030.565773097253,0.001585990886979971,1148.2625623030412,-8.947046618558478e-09,0.0028403157993882743,3.750000132640707e-08,0.006253767819161213
19,COG_relative_wealth_index.csv,0.0031856841664680484,358.4342471636232,0.00512827502844404,569.9203465686682,1.5338509951244726e-08,0.0030381946523713997,6.250000339491635e-08,0.006957468083719126
20,TLS_relative_wealth_index.csv,0.0005323205432669206,59.158353797641944,0.0006300844640581005,70.02314699032031,4.10336061425672e-08,0.004606487343943432,8.749999835799827e-08,0.009634972949997126
21,DOM_relative_wealth_index.csv,-0.0020308307283850584,227.36759157656155,0.0017429776497479565,296.9696962873695,3.429551379518515e-08,0.003852591612681195,8.125000761083356e-08,0.008607639018868752
22,GTM_relative_wealth_index.csv,0.005530255212556162,692.3188379471108,0.012423603590185905,1380.6717511207216,9.231880555684242e-09,0.0027633140651415642,5.625000198961061e-08,0.006082478488861703
23,GNQ_relative_wealth_index.csv,-0.001088716420788871,121.32048829784331,0.00032963132015728647,138.67568022934284,2.8328741784782585e-08,0.0036534435134677546,7.500000087645731e-08,0.008347634470117347
24,PRY_relative_wealth_index.csv,-0.003557417052707811,820.343418560016,0.009924151206213594,1946.0471635529793,3.403624622256681e-08,0.003669464529196289,8.12500005054062e-08,0.008352392649229937
25,MOZ_relative_wealth_index.csv,-0.0008533564499486597,654.7838170768307,0.010470345491988553,1373.4811994350403,2.83084846144135e-08,0.0034901956670144257,7.500000265281415e-08,0.008206891261450565
26,JOR_relative_wealth_index.csv,-0.0031162494950639,452.5638755417578,0.013554051519651722,1506.301767484034,-2.172138815472056e-08,0.002801243100664151,2.4999998515795596e-08,0.006659330668009782
27,PHL_relative_wealth_index.csv,-0.0003620844961469975,697.3464525485815,0.012778229862841606,1420.0824159336057,9.301361058160759e-09,0.002806831832811624,5.625000198961061e-08,0.006238995364468898
